"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"lm-patient-detail","lm-patient-detail.height","lm-patient-detail.height","","","",0,1,"","","","decimal {[]} {[]}
","Taille (cm)","Taille du patient en centimètres.","","","","","","","","","",,,,,"",,,,"lm-patient-detail.height",0,1,"",""
"lm-patient-detail","lm-patient-detail.age","lm-patient-detail.age","","","",0,1,"","","","string {[]} {[]}
","Âge","Âge du patient au format durée ISO 8601 (ex : P30Y, P6M, P2W). Une seule unité de durée utilisée (années, mois, semaines ou jours).","Regexp : ^P[0-9]{1,3}[YMWD]$","","","","","","","","",,,,,"",,,,"lm-patient-detail.age",0,1,"",""
"lm-patient-detail","lm-patient-detail.careLevel","lm-patient-detail.careLevel","","","",0,1,"","","","code {[]} {[]}
","Niveau de soin","Niveau de soins spécifique au patient.","","","","","","","","","",,"required","","https://interop.esante.gouv.fr/ig/fhir/hubsante/ValueSet/vs-patient-care-level|0.1.0","",,,,"lm-patient-detail.careLevel",0,1,"",""
"lm-patient-detail","lm-patient-detail.medicalHistory","lm-patient-detail.medicalHistory","","","",0,1,"","","","string {[]} {[]}
","Antécédents","Antécédents du patient (texte libre).","","","","","","","","","",,,,,"",,,,"lm-patient-detail.medicalHistory",0,1,"",""
"lm-patient-detail","lm-patient-detail.treatment","lm-patient-detail.treatment","","","",0,1,"","","","string {[]} {[]}
","Traitements","Traitements du patient (texte libre).","","","","","","","","","",,,,,"",,,,"lm-patient-detail.treatment",0,1,"",""
"lm-patient","lm-patient","lm-patient","","","",0,*,"","","","null {[]} {[]}
","Patient","Patient pris en charge dans le cadre d'un dossier de régulation médicale (RS-EDA).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"lm-patient","lm-patient.patientId","lm-patient.patientId","","","",1,1,"","","","string {[]} {[]}
","ID patient partagé","Identifiant partagé du patient, généré par le système partenaire. Format : {OrgId}.patient.{uniqueId} ou {ID}.{senderCaseId}.patient.{ordre}.","Regexp : ^([a-zA-Z0-9_-]+\.){3,8}patient(\.[a-zA-Z0-9_-]+){1,2}$","","","","","","","","",,,,,"",,,,"lm-patient.patientId",1,1,"",""
"lm-patient","lm-patient.administrativeFile","lm-patient.administrativeFile","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/fhir/hubsante/StructureDefinition/lm-administrative-file {[]} {[]}
","Dossier administratif","Dossier administratif du patient (identifiants externes, médecin traitant).","","","","","","","","","",,,,,"",,,,"lm-patient.administrativeFile",0,1,"",""
"lm-patient","lm-patient.identity","lm-patient.identity","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/fhir/hubsante/StructureDefinition/lm-identity {[]} {[]}
","Identité","Identité du patient (traits stricts INS et traits non stricts).","","","","","","","","","",,,,,"",,,,"lm-patient.identity",0,1,"",""
"lm-patient","lm-patient.detail","lm-patient.detail","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/fhir/hubsante/StructureDefinition/lm-patient-detail {[]} {[]}
","Informations patient","Informations cliniques et physiologiques du patient.","","","","","","","","","",,,,,"",,,,"lm-patient.detail",0,1,"",""
"lm-patient","lm-patient.hypothesis","lm-patient.hypothesis","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/fhir/hubsante/StructureDefinition/lm-hypothesis {[]} {[]}
","Hypothèses de régulation médicale","Hypothèses diagnostiques issues de la régulation médicale.","","","","","","","","","",,,,,"",,,,"lm-patient.hypothesis",0,1,"",""
"lm-personal-contact","lm-personal-contact","lm-personal-contact","","","",0,*,"","","","null {[]} {[]}
","Contact personnel","Coordonnées de contact d'une personne (utilisé notamment pour le médecin traitant).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"lm-personal-contact","lm-personal-contact.type","lm-personal-contact.type","","","",1,1,"","","","code {[]} {[]}
","Type de contact","Type de l'URI utilisée.","","","","","","","","","",,"required","","https://interop.esante.gouv.fr/ig/fhir/hubsante/ValueSet/vs-contact-type|0.1.0","",,,,"lm-personal-contact.type",1,1,"",""
"lm-personal-contact","lm-personal-contact.detail","lm-personal-contact.detail","","","",1,1,"","","","string {[]} {[]}
","URI du contact","Valeur de l'URI utilisée. Format téléphone : +{indicatif pays}{numéro}.","","","","","","","","","",,,,,"",,,,"lm-personal-contact.detail",1,1,"",""
