"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"lm-additional-information","lm-additional-information","","","",0,*,"","","","null {[]} {[]}
","Informations complémentaires","Informations complémentaires non structurées transportées sous forme de carte clé/valeur (max. 3 entrées).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"lm-additional-information.customMap","lm-additional-information.customMap","","","",0,3,"","","","https://interop.esante.gouv.fr/ig/fhir/hubsante/StructureDefinition/lm-custom-map {[]} {[]}
","Champs personnalisés","Entrées clé/valeur personnalisées (maximum 3).","","","","","","","","","",,,,,"",,,,"lm-additional-information.customMap",0,3,"",""
